CUSTOMERKEY,GEOGRAPHYKEY,CUSTOMERALTERNATEKEY,TITLE,FIRSTNAME,MIDDLENAME,LASTNAME,NAMESTYLE,BIRTHDATE,MARITALSTATUS,SUFFIX,GENDER,EMAILADDRESS,YEARLYINCOME,TOTALCHILDREN,NUMBERCHILDRENATHOME,ENGLISHEDUCATION,SPANISHEDUCATION,FRENCHEDUCATION,ENGLISHOCCUPATION,SPANISHOCCUPATION,FRENCHOCCUPATION,HOUSEOWNERFLAG,NUMBERCARSOWNED,ADDRESSLINE1,ADDRESSLINE2,PHONE,DATEFIRSTPURCHASE,COMMUTEDISTANCE,NUMBEROFPURCHASES
11219,553,AW00011219,,Charles,,Cook,FALSE,1956-05-31,M,,M,charles69@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,6871 Bel Air Dr.,,755-555-0111,2013-10-29,10+ Miles,2
11220,310,AW00011220,,Erica,C,Huang,FALSE,1961-02-19,M,,F,erica5@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,9142 All Ways Drive,,618-555-0157,2013-03-14,10+ Miles,2
11221,334,AW00011221,,Nathan,,Perry,FALSE,1955-12-08,M,,M,nathan3@adventure-works.com,70000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,9714 Nicholas Drive,,271-555-0191,2013-04-07,1-2 Miles,2
11222,369,AW00011222,,Alexandra,,Rivera,FALSE,1956-02-14,M,,F,alexandra11@adventure-works.com,80000,3,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,4999 Corte Segunda,,488-555-0143,2013-11-01,1-2 Miles,2
11223,52,AW00011223,,Hailey,I,Patterson,FALSE,1957-03-15,S,,F,hailey30@adventure-works.com,70000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,5045 Vancouver Way,# 133,480-555-0126,2013-01-29,2-5 Miles,27
11224,612,AW00011224,,Tiffany,J,Li,FALSE,1957-03-05,S,,F,tiffany3@adventure-works.com,70000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,6404 Del Mar Ave,,197-555-0118,2011-08-07,10+ Miles,3
11225,635,AW00011225,,Madison,D,Lee,FALSE,1962-02-12,M,,F,madison22@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,5927 Seaview Avenue,,471-555-0142,2013-06-22,10+ Miles,2
11226,552,AW00011226,,Sydney,T,Ross,FALSE,1962-09-23,M,,F,sydney26@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,5252 Santa Fe,,219-555-0146,2013-02-21,2-5 Miles,2
11227,310,AW00011227,,Marshall,D,Chavez,FALSE,1962-08-08,S,,M,marshall35@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,9022 Estudillo Street,,712-555-0116,2011-08-03,10+ Miles,2
11228,316,AW00011228,,Ashley,R,Jones,FALSE,1956-10-16,M,,F,ashley3@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,7681 Willow Pass Road,,996-555-0169,2013-10-25,10+ Miles,2
11229,355,AW00011229,,Adrian,C,Stewart,FALSE,1957-06-01,S,,M,adrian21@adventure-works.com,70000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,6898 Shaw Rd.,,812-555-0122,2013-07-27,10+ Miles,2
11230,369,AW00011230,,Amber,,Turner,FALSE,1956-09-30,M,,F,amber4@adventure-works.com,70000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,6345 Ridge Circle,,155-555-0131,2013-07-16,2-5 Miles,2
11231,611,AW00011231,,Dennis,,Zhang,FALSE,1963-11-11,M,,M,dennis1@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,3951 Calle Verde Drive,,710-555-0134,2013-02-10,10+ Miles,2
11232,616,AW00011232,,Hailey,R,Bryant,FALSE,1958-03-27,M,,F,hailey38@adventure-works.com,60000,3,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,2828 Rogers Ave.,,156-555-0195,2013-09-20,2-5 Miles,2
11233,299,AW00011233,,Todd,,Li,FALSE,1963-09-06,M,,M,todd5@adventure-works.com,70000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,5897 Scottsdale Rd.,,680-555-0147,2013-02-08,10+ Miles,2
11234,337,AW00011234,,Anna,,Griffin,FALSE,1958-05-19,S,,F,anna46@adventure-works.com,70000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,7221 Peachwillow Street,,965-555-0146,2013-02-08,10+ Miles,2
11235,607,AW00011235,,Angel,J,Stewart,FALSE,1957-08-07,M,,M,angel24@adventure-works.com,70000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,2585 La Salle Ct.,,540-555-0122,2013-07-04,10+ Miles,2
11236,609,AW00011236,,Jeremy,,Butler,FALSE,1957-09-02,S,,M,jeremy29@adventure-works.com,70000,5,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,8811 The Trees Dr.,,980-555-0117,2013-10-03,10+ Miles,2
11237,161,AW00011237,,Clarence,M,Anand,FALSE,1964-03-22,S,,M,clarence36@adventure-works.com,130000,2,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,4,Welt Platz 6,,1 (11) 500 555-0191,2011-09-05,0-1 Miles,4
11238,232,AW00011238,,Mayra,,Prasad,FALSE,1964-02-07,S,,F,mayra9@adventure-works.com,130000,2,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,4,1119 Elderwood Dr.,#3,1 (11) 500 555-0116,2011-01-06,0-1 Miles,4
11239,249,AW00011239,,Latoya,C,Goel,FALSE,1969-10-02,M,,F,latoya18@adventure-works.com,130000,2,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,8154 Pheasant Circle,,1 (11) 500 555-0149,2011-01-19,5-10 Miles,4
11240,273,AW00011240,,Anne,B,Hernandez,FALSE,1964-06-09,M,,F,anne4@adventure-works.com,160000,2,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,76 Woodcrest Dr.,,1 (11) 500 555-0119,2011-02-27,5-10 Miles,4
11241,211,AW00011241,,Lisa,,Cai,FALSE,1974-04-06,S,,F,lisa24@adventure-works.com,100000,2,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,"102, rue de Berri",,1 (11) 500 555-0125,2012-09-10,5-10 Miles,7
11242,209,AW00011242,,Larry,,Munoz,FALSE,1963-05-11,M,,M,larry9@adventure-works.com,110000,2,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,Midi-Couleurs,,1 (11) 500 555-0193,2012-09-19,5-10 Miles,7
11243,237,AW00011243,,Robin,V,Alvarez,FALSE,1963-04-08,M,,F,robin2@adventure-works.com,150000,2,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,4086 Emmons Canyon Lane,,1 (11) 500 555-0198,2011-02-21,0-1 Miles,4
11244,267,AW00011244,,Alexis,M,Coleman,FALSE,1968-11-22,S,,F,alexis28@adventure-works.com,170000,2,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,3,7140 Camelback Road,,1 (11) 500 555-0115,2011-02-12,0-1 Miles,4
11245,132,AW00011245,,Ricky,D,Vazquez,FALSE,1962-04-26,M,,M,ricky15@adventure-works.com,120000,3,4,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,4,Roßstr 9928,,1 (11) 500 555-0147,2011-09-26,5-10 Miles,4
11246,147,AW00011246,,Latasha,,Rubio,FALSE,1962-04-08,M,,F,latasha21@adventure-works.com,120000,3,4,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,4,Alderstr 7690,,1 (11) 500 555-0178,2011-10-03,5-10 Miles,4
11247,242,AW00011247,,Claudia,M,Zhou,FALSE,1961-12-04,S,,F,claudia7@adventure-works.com,130000,3,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,3,6516 Beauer Lane,,1 (11) 500 555-0116,2011-02-18,0-1 Miles,4
11249,178,AW00011249,,Cindy,A,Patel,FALSE,1966-07-09,M,,F,cindy3@adventure-works.com,130000,3,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,Essener Straße 123,,1 (11) 500 555-0149,2011-10-09,0-1 Miles,4
11250,276,AW00011250,,Shannon,D,Liu,FALSE,1966-03-08,M,,F,shannon4@adventure-works.com,170000,3,4,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,4185 Keywood Ct.,,1 (11) 500 555-0119,2011-03-17,5-10 Miles,4
11252,335,AW00011252,,Nicholas,D,Thompson,FALSE,1937-12-05,S,,M,nicholas16@adventure-works.com,90000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,504 O St.,,377-555-0147,2011-08-14,2-5 Miles,3
11253,69,AW00011253,,José,M,Hernandez,FALSE,1949-08-24,M,,M,josé54@adventure-works.com,60000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,5703 Donald Dr.,,712-555-0130,2013-03-01,1-2 Miles,16
11254,612,AW00011254,,Johnathan,W,Vance,FALSE,1938-08-31,M,,M,johnathan5@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,9430 Versailles Pl,,494-555-0166,2013-11-23,5-10 Miles,2
11255,612,AW00011255,,Colin,,Lin,FALSE,1938-10-02,M,,M,colin8@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,6083 San Jose,,599-555-0132,2013-02-23,5-10 Miles,2
11256,626,AW00011256,,Katelyn,L,Hernandez,FALSE,1939-03-20,M,,F,katelyn42@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,7496 Deerfield Dr.,,249-555-0116,2013-04-15,5-10 Miles,2
11257,345,AW00011257,,Jacqueline,,Powell,FALSE,1938-07-06,S,,F,jacqueline9@adventure-works.com,120000,1,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,4,4076 Northwood Dr,,796-555-0111,2011-08-24,2-5 Miles,3
11258,352,AW00011258,,Xavier,,Hill,FALSE,1938-12-26,M,,M,xavier26@adventure-works.com,120000,1,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,4,2707 Virgil Street,,559-555-0149,2013-05-21,2-5 Miles,2
11259,548,AW00011259,,Victoria,C,Stewart,FALSE,1970-09-24,M,,F,victoria24@adventure-works.com,100000,4,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,3623 Barquentine Court,,230-555-0139,2011-09-04,2-5 Miles,3
11260,302,AW00011260,,Katelyn,L,Kelly,FALSE,1976-04-08,M,,F,katelyn1@adventure-works.com,110000,2,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,7085 Solano Drive,,507-555-0132,2013-02-05,2-5 Miles,2
11261,359,AW00011261,,Stephanie,,Collins,FALSE,1970-10-22,M,,F,stephanie52@adventure-works.com,130000,1,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,2868 Central Avenue,,209-555-0173,2011-09-27,0-1 Miles,3
11262,60,AW00011262,,Jennifer,,Simmons,FALSE,1975-05-01,M,,F,jennifer88@adventure-works.com,80000,4,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,0,7959 Mt. Wilson Way,,148-555-0115,2013-02-27,0-1 Miles,27
11263,612,AW00011263,,Trinity,,Richardson,FALSE,1970-03-11,M,,F,trinity9@adventure-works.com,90000,5,5,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,3063 Blue Jay Drive,,111-555-0116,2011-08-29,2-5 Miles,3
11264,618,AW00011264,,Eduardo,,Martin,FALSE,1969-12-15,S,,M,eduardo13@adventure-works.com,90000,5,5,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,3,5137 Pheasant Court,,342-555-0195,2013-01-02,0-1 Miles,2
11266,632,AW00011266,,Taylor,,Howard,FALSE,1969-11-02,S,,F,taylor14@adventure-works.com,90000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,1,7396 Stratton Circle,,162-555-0131,2011-09-10,5-10 Miles,2
11267,302,AW00011267,,David,,Diaz,FALSE,1975-09-29,S,,M,david55@adventure-works.com,120000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,2075 Browse Ct,,613-555-0119,2011-09-17,2-5 Miles,2
11268,312,AW00011268,,Katelyn,A,Carter,FALSE,1969-10-31,M,,F,katelyn33@adventure-works.com,130000,2,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,3050 Monte Cresta Avenue,,103-555-0195,2013-05-29,1-2 Miles,2
11269,314,AW00011269,,Ryan,W,Foster,FALSE,1975-10-10,M,,M,ryan19@adventure-works.com,130000,2,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,5376 Sahara Drive,,961-555-0133,2013-08-22,0-1 Miles,2
11270,334,AW00011270,,Robert,L,Lee,FALSE,1975-05-01,M,,M,robert82@adventure-works.com,130000,2,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,3,5461 Camino Verde Ct.,,447-555-0174,2011-09-10,0-1 Miles,2
11271,360,AW00011271,,Danielle,C,Reed,FALSE,1969-12-03,S,,F,danielle23@adventure-works.com,150000,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,4,6683 Carrick Ct,,136-555-0114,2011-09-27,1-2 Miles,2
11272,300,AW00011272,,Lauren,L,Martinez,FALSE,1962-05-10,S,,F,lauren35@adventure-works.com,70000,4,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,4357 Tosca Way,,977-555-0117,2011-09-19,5-10 Miles,2
11273,331,AW00011273,,Nathan,E,Lal,FALSE,1962-03-31,M,,M,nathan26@adventure-works.com,90000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,7064 Cypress Ave,,147-555-0121,2013-05-14,10+ Miles,2
11274,609,AW00011274,,Kyle,M,Foster,FALSE,1939-10-10,M,,M,kyle11@adventure-works.com,50000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,5617 Landing Dr,,846-555-0126,2011-08-29,5-10 Miles,2
11275,310,AW00011275,,Jenny,D,Rai,FALSE,1939-07-18,M,,F,jenny40@adventure-works.com,80000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,1440 Willow Pass Dr.,,780-555-0119,2011-08-30,0-1 Miles,2
11276,49,AW00011276,,Nancy,E,Chapman,FALSE,1974-09-15,M,,F,nancy7@adventure-works.com,80000,4,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,1480 Shoenic,,909-555-0129,2013-01-29,2-5 Miles,27
11277,62,AW00011277,,Charles,P,Jackson,FALSE,1968-12-07,M,,M,charles15@adventure-works.com,80000,4,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,3400 Folson Drive,,194-555-0175,2013-02-02,0-1 Miles,27
11278,614,AW00011278,,Jonathan,,Phillips,FALSE,1969-02-16,S,,M,jonathan35@adventure-works.com,90000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,1,8772 Rock Creek Way,,967-555-0176,2011-09-16,10+ Miles,2
11279,616,AW00011279,,Amanda,S,Cook,FALSE,1974-09-08,M,,F,amanda3@adventure-works.com,90000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,9187 Vista Del Sol,,252-555-0177,2013-03-03,10+ Miles,2
11280,626,AW00011280,,Robert,,Collins,FALSE,1969-02-17,M,,M,robert45@adventure-works.com,90000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,5271 Sierra Road,,966-555-0171,2013-07-01,10+ Miles,2
11281,301,AW00011281,,Megan,J,Barnes,FALSE,1974-10-06,S,,F,megan53@adventure-works.com,110000,4,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,4,40 Ellis St.,,807-555-0156,2011-09-13,5-10 Miles,2
11282,612,AW00011282,,Christian,A,Thomas,FALSE,1967-07-16,M,,M,christian46@adventure-works.com,90000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,5205 Coralie Drive,,692-555-0172,2011-08-31,1-2 Miles,2
11283,299,AW00011283,,Arturo,,Lal,FALSE,1968-04-24,M,,M,arturo33@adventure-works.com,110000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,4593 Mendouno Dr.,,638-555-0164,2013-05-29,1-2 Miles,2
11284,307,AW00011284,,Theresa,,Serrano,FALSE,1967-09-24,M,,F,theresa12@adventure-works.com,110000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,9007 S Royal Links Circle,,777-555-0162,2013-02-06,1-2 Miles,2
11285,322,AW00011285,,Jeremy,J,Anderson,FALSE,1973-03-15,M,,M,jeremy2@adventure-works.com,120000,1,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,4,7655 Greer Ave,,940-555-0176,2013-07-27,2-5 Miles,2
11286,374,AW00011286,,Hunter,D,Griffin,FALSE,1967-08-31,M,,M,hunter16@adventure-works.com,170000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,4,4079 Redbird Lane,,410-555-0148,2011-09-21,2-5 Miles,2
11287,49,AW00011287,,Henry,B,Garcia,FALSE,1966-07-16,M,,M,henry16@adventure-works.com,70000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,3,3268 Hazelwood Lane,,282-555-0185,2013-01-29,5-10 Miles,27
11288,301,AW00011288,,Cindy,K,Sanchez,FALSE,1978-03-12,M,,F,cindy19@adventure-works.com,110000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,7062 Starflower Drive,,198-555-0118,2013-03-05,2-5 Miles,2
11289,315,AW00011289,,Maria,S,Carter,FALSE,1972-03-03,M,,F,maria53@adventure-works.com,130000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,8603 Elmhurst Lane,,239-555-0158,2011-09-08,0-1 Miles,2
11290,334,AW00011290,,Katelyn,,Sanchez,FALSE,1972-08-14,M,,F,katelyn26@adventure-works.com,130000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,8869 Climbing Vine Court,,395-555-0150,2011-09-20,2-5 Miles,2
11291,335,AW00011291,,Jenna,,Wright,FALSE,1972-05-01,M,,F,jenna19@adventure-works.com,130000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,232 Pinnacle Drive,,118-555-0191,2011-09-04,2-5 Miles,2
11292,361,AW00011292,,Seth,,Phillips,FALSE,1967-05-05,S,,M,seth42@adventure-works.com,150000,1,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,3,4361 Loftus Road,,980-555-0196,2011-09-15,0-1 Miles,2
11293,632,AW00011293,,Luke,S,Long,FALSE,1960-11-23,S,,M,luke28@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,3177 Dover Way,,786-555-0117,2013-02-24,1-2 Miles,2
11294,618,AW00011294,,Dalton,P,Clark,FALSE,1961-03-02,M,,M,dalton18@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,4381 Amazonas,,388-555-0195,2013-09-25,1-2 Miles,2
11295,311,AW00011295,,Taylor,G,Lewis,FALSE,1959-11-13,S,,F,taylor67@adventure-works.com,80000,2,0,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,2,8827 Ward Court,,291-555-0174,2011-09-25,5-10 Miles,2
11296,616,AW00011296,,Haley,,Richardson,FALSE,1941-04-05,S,,F,haley10@adventure-works.com,50000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,6203 Laurel Drive,,620-555-0129,2011-09-01,5-10 Miles,2
11297,301,AW00011297,,Noah,,Coleman,FALSE,1940-08-01,S,,M,noah2@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,5562 Galindo Street,,847-555-0167,2011-09-26,5-10 Miles,2
11298,307,AW00011298,,Jon,,Luo,FALSE,1940-08-30,M,,M,jon46@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,3560 River Rock Lane,,127-555-0189,2011-09-12,1-2 Miles,2
11299,301,AW00011299,,Orlando,E,Vazquez,FALSE,1941-09-29,M,,M,orlando14@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,8547 Catherine Way,,757-555-0143,2011-09-26,1-2 Miles,2
11300,54,AW00011300,,Fernando,,Barnes,FALSE,1965-08-31,M,,M,fernando47@adventure-works.com,80000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,3,7633 Greenhills Circle,,469-555-0125,2013-01-31,1-2 Miles,27
11301,607,AW00011301,,Cameron,L,Rodriguez,FALSE,1965-12-07,M,,M,cameron38@adventure-works.com,80000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,1217 Mariposa,,727-555-0119,2013-06-09,5-10 Miles,2
11302,539,AW00011302,,Spencer,,Russell,FALSE,1971-12-09,S,,M,spencer22@adventure-works.com,90000,4,3,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,3,2396 Mink Court,,834-555-0131,2011-09-06,1-2 Miles,2
11303,614,AW00011303,,Julia,,Coleman,FALSE,1966-04-10,S,,F,julia72@adventure-works.com,90000,4,3,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,3,3128 Ramsey Circle,,907-555-0170,2011-09-02,1-2 Miles,2
11304,547,AW00011304,,Julia,B,Garcia,FALSE,1971-03-14,M,,F,julia38@adventure-works.com,100000,0,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,6179 Mt. Hamilton Dr.,,923-555-0183,2013-03-20,5-10 Miles,2
11305,307,AW00011305,,Sean,A,Evans,FALSE,1965-12-17,M,,M,sean31@adventure-works.com,110000,3,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,4,7118 Elliott Dr.,,791-555-0174,2013-03-25,2-5 Miles,2
11306,312,AW00011306,,Micah,A,Zhou,FALSE,1965-12-20,M,,M,micah19@adventure-works.com,110000,3,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,4,6105 Brownstone Rd,,497-555-0185,2013-06-30,2-5 Miles,2
11307,314,AW00011307,,Hunter,P,Rodriguez,FALSE,1965-10-31,M,,M,hunter53@adventure-works.com,80000,2,0,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,2,4343 Cook Street,,996-555-0142,2011-09-04,5-10 Miles,2
11308,546,AW00011308,,Ian,T,Gonzales,FALSE,1959-09-02,M,,M,ian57@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,7122 Athene Dr.,,904-555-0153,2013-09-07,1-2 Miles,2
11309,536,AW00011309,,Victoria,,Lewis,FALSE,1959-12-10,S,,F,victoria20@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,4426 Tanager Road,,586-555-0191,2013-07-09,5-10 Miles,2
11310,360,AW00011310,,Erin,A,Sanders,FALSE,1964-07-05,S,,F,erin7@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,7541 Black Point Pl,,233-555-0160,2013-08-12,5-10 Miles,2
11311,626,AW00011311,,Gabrielle,D,Lopez,FALSE,1959-02-21,S,,F,gabrielle63@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,8619 Parkside Dr.,,783-555-0174,2013-04-18,1-2 Miles,2
11312,626,AW00011312,,Sara,,Richardson,FALSE,1958-10-01,S,,F,sara10@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,7375 Kipling Court,,296-555-0174,2013-05-17,5-10 Miles,2
11313,632,AW00011313,,Trevor,,Jenkins,FALSE,1958-08-27,S,,M,trevor6@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,4697 Yosemite Dr.,,120-555-0129,2013-05-07,5-10 Miles,2
11314,618,AW00011314,,Mya,,Flores,FALSE,1970-06-16,S,,F,mya13@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,8439 Rio Grande Drive,Unit A,522-555-0140,2013-02-25,1-2 Miles,2
11315,632,AW00011315,,Hailey,J,Ward,FALSE,1959-03-31,S,,F,hailey12@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,6321 Maya,,767-555-0151,2013-05-20,1-2 Miles,2
11317,548,AW00011317,,Victoria,D,Russell,FALSE,1963-09-14,S,,F,victoria66@adventure-works.com,40000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,9268 Keller Ridge,,663-555-0197,2011-09-01,5-10 Miles,2
11318,614,AW00011318,,Jessica,,Wilson,FALSE,1958-04-25,S,,F,jessica54@adventure-works.com,40000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,1652 Willcrest Circle,,702-555-0180,2013-10-17,1-2 Miles,2
11319,348,AW00011319,,Jade,E,Bailey,FALSE,1948-04-23,M,,F,jade13@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,8119 Northridge Ct,# 1,819-555-0160,2011-09-09,1-2 Miles,2
11320,325,AW00011320,,Morgan,M,Hill,FALSE,1942-12-24,M,,F,morgan19@adventure-works.com,80000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,6951 Harmony Way,,510-555-0120,2013-06-15,5-10 Miles,2
11321,612,AW00011321,,Terrance,D,Raman,FALSE,1944-01-05,M,,M,terrance9@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,2297 Via Valencia,,879-555-0124,2013-02-23,5-10 Miles,2
